path,image_name,label_name,label_idx,split
data\cloudy\c0467.jpg,c0467.jpg,cloudy,0,train
data\cloudy\c4948.jpg,c4948.jpg,cloudy,0,train
data\cloudy\c0645.jpg,c0645.jpg,cloudy,0,train
data\cloudy\c3600.jpg,c3600.jpg,cloudy,0,train
data\cloudy\c2061.jpg,c2061.jpg,cloudy,0,train
data\sunny\s0392.jpg,s0392.jpg,sunny,4,train
data\rainy\2573335345.jpg,2573335345.jpg,rainy,2,train
data\cloudy\c0916.jpg,c0916.jpg,cloudy,0,train
data\sunny\s1133.jpg,s1133.jpg,sunny,4,train
data\cloudy\c1962.jpg,c1962.jpg,cloudy,0,train
data\sunny\s0547.jpg,s0547.jpg,sunny,4,train
data\snowy\1385.jpg,1385.jpg,snowy,3,train
data\cloudy\c031.jpg,c031.jpg,cloudy,0,train
data\sunny\s3226.jpg,s3226.jpg,sunny,4,train
data\cloudy\15319911.jpg,15319911.jpg,cloudy,0,train
data\sunny\sunny weather-5.jpeg,sunny weather-5.jpeg,sunny,4,train
data\sunny\s3052.jpg,s3052.jpg,sunny,4,train
data\cloudy\c1460.jpg,c1460.jpg,cloudy,0,train
data\foggy\1863702300.jpg,1863702300.jpg,foggy,1,train
data\sunny\s137.jpg,s137.jpg,sunny,4,train
data\sunny\s2921.jpg,s2921.jpg,sunny,4,train
data\cloudy\c4430.jpg,c4430.jpg,cloudy,0,train
data\sunny\s3540.jpg,s3540.jpg,sunny,4,train
data\foggy\4544.jpg,4544.jpg,foggy,1,train
data\snowy\snowy day-21.jpeg,snowy day-21.jpeg,snowy,3,train
data\sunny\s3605.jpg,s3605.jpg,sunny,4,train
data\snowy\1125.jpg,1125.jpg,snowy,3,train
data\sunny\s2553.jpg,s2553.jpg,sunny,4,train
data\foggy\2279616217.jpg,2279616217.jpg,foggy,1,train
data\cloudy\c3294.jpg,c3294.jpg,cloudy,0,train
data\sunny\s2329.jpg,s2329.jpg,sunny,4,train
data\cloudy\c2291.jpg,c2291.jpg,cloudy,0,train
data\sunny\sunny weather-131.jpeg,sunny weather-131.jpeg,sunny,4,train
data\snowy\2309433933.jpg,2309433933.jpg,snowy,3,train
data\sunny\s4814.jpg,s4814.jpg,sunny,4,train
data\cloudy\c3854.jpg,c3854.jpg,cloudy,0,train
data\sunny\s4688.jpg,s4688.jpg,sunny,4,train
data\cloudy\c4779.jpg,c4779.jpg,cloudy,0,train
data\sunny\s2289.jpg,s2289.jpg,sunny,4,train
data\cloudy\c1548.jpg,c1548.jpg,cloudy,0,train
data\sunny\s3979.jpg,s3979.jpg,sunny,4,train
data\rainy\412665927.jpg,412665927.jpg,rainy,2,train
data\rainy\366870221.jpg,366870221.jpg,rainy,2,train
data\sunny\12799867.jpg,12799867.jpg,sunny,4,train
data\foggy\foggy weather-117.jpeg,foggy weather-117.jpeg,foggy,1,train
data\sunny\15603675.jpg,15603675.jpg,sunny,4,train
data\rainy\rain84.jpg,rain84.jpg,rainy,2,train
data\sunny\shine8.jpg,shine8.jpg,sunny,4,train
data\sunny\14776626.jpg,14776626.jpg,sunny,4,train
data\sunny\s4921.jpg,s4921.jpg,sunny,4,train
data\cloudy\c0238.jpg,c0238.jpg,cloudy,0,train
data\sunny\s0066.jpg,s0066.jpg,sunny,4,train
data\cloudy\c0398.jpg,c0398.jpg,cloudy,0,train
data\snowy\3265486129.jpg,3265486129.jpg,snowy,3,train
data\cloudy\c3644.jpg,c3644.jpg,cloudy,0,train
data\sunny\s0964.jpg,s0964.jpg,sunny,4,train
data\cloudy\3770385.jpg,3770385.jpg,cloudy,0,train
data\foggy\4871.jpg,4871.jpg,foggy,1,train
data\sunny\s1044.jpg,s1044.jpg,sunny,4,train
data\sunny\12379921.jpg,12379921.jpg,sunny,4,train
data\sunny\s0462.jpg,s0462.jpg,sunny,4,train
data\cloudy\cloudy240.jpg,cloudy240.jpg,cloudy,0,train
data\sunny\8918451.jpg,8918451.jpg,sunny,4,train
data\sunny\4296284.jpg,4296284.jpg,sunny,4,train
data\cloudy\c1778.jpg,c1778.jpg,cloudy,0,train
data\cloudy\c1670.jpg,c1670.jpg,cloudy,0,train
data\cloudy\cloudy127.jpg,cloudy127.jpg,cloudy,0,train
data\sunny\shine21.jpg,shine21.jpg,sunny,4,train
data\snowy\1343.jpg,1343.jpg,snowy,3,train
data\rainy\2447220650.jpg,2447220650.jpg,rainy,2,train
data\cloudy\9561638.jpg,9561638.jpg,cloudy,0,train
data\rainy\1506.jpg,1506.jpg,rainy,2,train
data\sunny\s1382.jpg,s1382.jpg,sunny,4,train
data\cloudy\415927.jpg,415927.jpg,cloudy,0,train
data\rainy\354213363.jpg,354213363.jpg,rainy,2,train
data\cloudy\c0160.jpg,c0160.jpg,cloudy,0,train
data\cloudy\c0833.jpg,c0833.jpg,cloudy,0,train
data\rainy\rainy weather-28.jpeg,rainy weather-28.jpeg,rainy,2,train
data\sunny\s0064.jpg,s0064.jpg,sunny,4,train
data\sunny\s4697.jpg,s4697.jpg,sunny,4,train
data\rainy\2332146176.jpg,2332146176.jpg,rainy,2,train
data\cloudy\c4588.jpg,c4588.jpg,cloudy,0,train
data\sunny\11996282.jpg,11996282.jpg,sunny,4,train
data\rainy\61.jpg,61.jpg,rainy,2,train
data\foggy\4547.jpg,4547.jpg,foggy,1,train
data\cloudy\c3416.jpg,c3416.jpg,cloudy,0,train
data\cloudy\c0573.jpg,c0573.jpg,cloudy,0,train
data\cloudy\2615679.jpg,2615679.jpg,cloudy,0,train
data\rainy\638117191.jpg,638117191.jpg,rainy,2,train
data\snowy\3101650389.jpg,3101650389.jpg,snowy,3,train
data\foggy\2085044484.jpg,2085044484.jpg,foggy,1,train
data\cloudy\c4786.jpg,c4786.jpg,cloudy,0,train
data\sunny\s0408.jpg,s0408.jpg,sunny,4,train
data\sunny\s1218.jpg,s1218.jpg,sunny,4,train
data\sunny\s4513.jpg,s4513.jpg,sunny,4,train
data\snowy\1362.jpg,1362.jpg,snowy,3,train
data\snowy\107566502.jpg,107566502.jpg,snowy,3,train
data\sunny\s0188.jpg,s0188.jpg,sunny,4,train
data\rainy\2363397477.jpg,2363397477.jpg,rainy,2,train
data\rainy\rain156.jpg,rain156.jpg,rainy,2,train
data\cloudy\c4778.jpg,c4778.jpg,cloudy,0,train
data\cloudy\c3934.jpg,c3934.jpg,cloudy,0,train
data\sunny\s2214.jpg,s2214.jpg,sunny,4,train
data\foggy\4735.jpg,4735.jpg,foggy,1,train
data\cloudy\c0674.jpg,c0674.jpg,cloudy,0,train
data\cloudy\c2034.jpg,c2034.jpg,cloudy,0,train
data\sunny\s2045.jpg,s2045.jpg,sunny,4,train
data\cloudy\9784159.jpg,9784159.jpg,cloudy,0,train
data\snowy\0831.jpg,0831.jpg,snowy,3,train
data\snowy\snowy day-98.jpeg,snowy day-98.jpeg,snowy,3,train
data\sunny\8926013.jpg,8926013.jpg,sunny,4,train
data\sunny\s0932.jpg,s0932.jpg,sunny,4,train
data\cloudy\c0562.jpg,c0562.jpg,cloudy,0,train
data\sunny\s1358.jpg,s1358.jpg,sunny,4,train
data\snowy\3255646500.jpg,3255646500.jpg,snowy,3,train
data\sunny\s2712.jpg,s2712.jpg,sunny,4,train
data\sunny\s2095.jpg,s2095.jpg,sunny,4,train
data\sunny\8994202.jpg,8994202.jpg,sunny,4,train
data\sunny\6193388.jpg,6193388.jpg,sunny,4,train
data\rainy\2603139185.jpg,2603139185.jpg,rainy,2,train
data\sunny\s0154.jpg,s0154.jpg,sunny,4,train
data\sunny\s4212.jpg,s4212.jpg,sunny,4,train
data\sunny\25691905.jpg,25691905.jpg,sunny,4,train
data\sunny\s3215.jpg,s3215.jpg,sunny,4,train
data\rainy\1819.jpg,1819.jpg,rainy,2,train
data\cloudy\c1564.jpg,c1564.jpg,cloudy,0,train
data\sunny\s4610.jpg,s4610.jpg,sunny,4,train
data\cloudy\c4841.jpg,c4841.jpg,cloudy,0,train
data\cloudy\c2937.jpg,c2937.jpg,cloudy,0,train
data\cloudy\c4516.jpg,c4516.jpg,cloudy,0,train
data\sunny\s1574.jpg,s1574.jpg,sunny,4,train
data\sunny\23818761.jpg,23818761.jpg,sunny,4,train
data\snowy\1219.jpg,1219.jpg,snowy,3,train
data\sunny\s1122.jpg,s1122.jpg,sunny,4,train
data\cloudy\c1023.jpg,c1023.jpg,cloudy,0,train
data\sunny\s3310.jpg,s3310.jpg,sunny,4,train
data\rainy\1170.jpg,1170.jpg,rainy,2,train
data\cloudy\c4240.jpg,c4240.jpg,cloudy,0,train
data\sunny\s3334.jpg,s3334.jpg,sunny,4,train
data\sunny\s3662.jpg,s3662.jpg,sunny,4,train
data\sunny\s4830.jpg,s4830.jpg,sunny,4,train
data\snowy\1267.jpg,1267.jpg,snowy,3,train
data\foggy\4572.jpg,4572.jpg,foggy,1,train
data\sunny\shine3.jpg,shine3.jpg,sunny,4,train
data\snowy\snowy weather-63.jpeg,snowy weather-63.jpeg,snowy,3,train
data\snowy\snowy day-130.jpeg,snowy day-130.jpeg,snowy,3,train
data\sunny\s0792.jpg,s0792.jpg,sunny,4,train
data\cloudy\c4983.jpg,c4983.jpg,cloudy,0,train
data\rainy\291693890.jpg,291693890.jpg,rainy,2,train
data\cloudy\c1917.jpg,c1917.jpg,cloudy,0,train
data\cloudy\c4227.jpg,c4227.jpg,cloudy,0,train
data\rainy\321940153.jpg,321940153.jpg,rainy,2,train
data\rainy\1699.jpg,1699.jpg,rainy,2,train
data\cloudy\c3749.jpg,c3749.jpg,cloudy,0,train
data\sunny\s0912.jpg,s0912.jpg,sunny,4,train
data\cloudy\c2285.jpg,c2285.jpg,cloudy,0,train
data\foggy\4413.jpg,4413.jpg,foggy,1,train
data\snowy\1108.jpg,1108.jpg,snowy,3,train
data\cloudy\c4010.jpg,c4010.jpg,cloudy,0,train
data\rainy\1578.jpg,1578.jpg,rainy,2,train
data\cloudy\cloudy weather-112.jpeg,cloudy weather-112.jpeg,cloudy,0,train
data\foggy\4453.jpg,4453.jpg,foggy,1,train
data\cloudy\c1022.jpg,c1022.jpg,cloudy,0,train
data\snowy\snowy day-5.jpeg,snowy day-5.jpeg,snowy,3,train
data\cloudy\c3714.jpg,c3714.jpg,cloudy,0,train
data\sunny\26323575.jpg,26323575.jpg,sunny,4,train
data\foggy\4786.jpg,4786.jpg,foggy,1,train
data\cloudy\c0829.jpg,c0829.jpg,cloudy,0,train
data\cloudy\c0788.jpg,c0788.jpg,cloudy,0,train
data\rainy\1763.jpg,1763.jpg,rainy,2,train
data\cloudy\c3529.jpg,c3529.jpg,cloudy,0,train
data\cloudy\11999568.jpg,11999568.jpg,cloudy,0,train
data\cloudy\c4832.jpg,c4832.jpg,cloudy,0,train
data\sunny\s1914.jpg,s1914.jpg,sunny,4,train
data\sunny\s3684.jpg,s3684.jpg,sunny,4,train
data\rainy\825541241.jpg,825541241.jpg,rainy,2,train
data\cloudy\c1900.jpg,c1900.jpg,cloudy,0,train
data\sunny\s2014.jpg,s2014.jpg,sunny,4,train
data\rainy\1562.jpg,1562.jpg,rainy,2,train
data\sunny\s1087.jpg,s1087.jpg,sunny,4,train
data\cloudy\18493988.jpg,18493988.jpg,cloudy,0,train
data\rainy\1394.jpg,1394.jpg,rainy,2,train
data\sunny\s0348.jpg,s0348.jpg,sunny,4,train
data\cloudy\c3689.jpg,c3689.jpg,cloudy,0,train
data\snowy\2110311312.jpg,2110311312.jpg,snowy,3,train
data\cloudy\27846705.jpg,27846705.jpg,cloudy,0,train
data\rainy\1525.jpg,1525.jpg,rainy,2,train
data\cloudy\c4409.jpg,c4409.jpg,cloudy,0,train
data\sunny\s2982.jpg,s2982.jpg,sunny,4,train
data\snowy\snowy day-39.jpeg,snowy day-39.jpeg,snowy,3,train
data\cloudy\cloudy weather-59.jpeg,cloudy weather-59.jpeg,cloudy,0,train
data\cloudy\c4801.jpg,c4801.jpg,cloudy,0,train
data\sunny\s2661.jpg,s2661.jpg,sunny,4,train
data\foggy\4588.jpg,4588.jpg,foggy,1,train
data\rainy\1684.jpg,1684.jpg,rainy,2,train
data\foggy\258375621.jpg,258375621.jpg,foggy,1,train
data\cloudy\8452878.jpg,8452878.jpg,cloudy,0,train
data\sunny\s0249.jpg,s0249.jpg,sunny,4,train
data\cloudy\c4769.jpg,c4769.jpg,cloudy,0,train
data\cloudy\c1666.jpg,c1666.jpg,cloudy,0,train
data\sunny\shine134.jpg,shine134.jpg,sunny,4,train
data\sunny\s4736.jpg,s4736.jpg,sunny,4,train
data\snowy\1090.jpg,1090.jpg,snowy,3,train
data\cloudy\c3797.jpg,c3797.jpg,cloudy,0,train
data\sunny\s1529.jpg,s1529.jpg,sunny,4,train
data\rainy\1074.jpg,1074.jpg,rainy,2,train
data\snowy\snowy weather-76.jpeg,snowy weather-76.jpeg,snowy,3,train
data\snowy\0975.jpg,0975.jpg,snowy,3,train
data\sunny\s2774.jpg,s2774.jpg,sunny,4,train
data\sunny\s3592.jpg,s3592.jpg,sunny,4,train
data\sunny\s3254.jpg,s3254.jpg,sunny,4,train
data\sunny\s0312.jpg,s0312.jpg,sunny,4,train
data\cloudy\27569970.jpg,27569970.jpg,cloudy,0,train
data\rainy\1364.jpg,1364.jpg,rainy,2,train
data\snowy\3267847562.jpg,3267847562.jpg,snowy,3,train
data\snowy\3219937673.jpg,3219937673.jpg,snowy,3,train
data\cloudy\c4447.jpg,c4447.jpg,cloudy,0,train
data\sunny\s0865.jpg,s0865.jpg,sunny,4,train
data\sunny\s3219.jpg,s3219.jpg,sunny,4,train
data\snowy\1003.jpg,1003.jpg,snowy,3,train
data\sunny\s4278.jpg,s4278.jpg,sunny,4,train
data\sunny\17464483.jpg,17464483.jpg,sunny,4,train
data\cloudy\c1572.jpg,c1572.jpg,cloudy,0,train
data\cloudy\cloudy day-81.jpeg,cloudy day-81.jpeg,cloudy,0,train
data\rainy\1649.jpg,1649.jpg,rainy,2,train
data\cloudy\c3319.jpg,c3319.jpg,cloudy,0,train
data\cloudy\c1162.jpg,c1162.jpg,cloudy,0,train
data\cloudy\c4052.jpg,c4052.jpg,cloudy,0,train
data\cloudy\c1704.jpg,c1704.jpg,cloudy,0,train
data\sunny\s3907.jpg,s3907.jpg,sunny,4,train
data\snowy\1397.jpg,1397.jpg,snowy,3,train
data\cloudy\cloudy159.jpg,cloudy159.jpg,cloudy,0,train
data\cloudy\5741.jpg,5741.jpg,cloudy,0,train
data\sunny\s3767.jpg,s3767.jpg,sunny,4,train
data\cloudy\c4578.jpg,c4578.jpg,cloudy,0,train
data\rainy\1375.jpg,1375.jpg,rainy,2,train
data\sunny\s1249.jpg,s1249.jpg,sunny,4,train
data\sunny\s2664.jpg,s2664.jpg,sunny,4,train
data\cloudy\c0678.jpg,c0678.jpg,cloudy,0,train
data\cloudy\c1094.jpg,c1094.jpg,cloudy,0,train
data\rainy\rainy day-43.jpeg,rainy day-43.jpeg,rainy,2,train
data\cloudy\cloudy weather-98.jpeg,cloudy weather-98.jpeg,cloudy,0,train
data\cloudy\c4216.jpg,c4216.jpg,cloudy,0,train
data\cloudy\c4455.jpg,c4455.jpg,cloudy,0,train
data\rainy\rainy weather-14.jpeg,rainy weather-14.jpeg,rainy,2,train
data\cloudy\c3978.jpg,c3978.jpg,cloudy,0,train
data\foggy\4080.jpg,4080.jpg,foggy,1,train
data\rainy\307048382.jpg,307048382.jpg,rainy,2,train
data\sunny\26323592.jpg,26323592.jpg,sunny,4,train
data\sunny\14681078.jpg,14681078.jpg,sunny,4,train
data\cloudy\c4162.jpg,c4162.jpg,cloudy,0,train
data\cloudy\c1709.jpg,c1709.jpg,cloudy,0,train
data\sunny\s084.jpg,s084.jpg,sunny,4,train
data\cloudy\14346861.jpg,14346861.jpg,cloudy,0,train
data\cloudy\c1599.jpg,c1599.jpg,cloudy,0,train
data\cloudy\c0383.jpg,c0383.jpg,cloudy,0,train
data\sunny\s0502.jpg,s0502.jpg,sunny,4,train
data\cloudy\c0041.jpg,c0041.jpg,cloudy,0,train
data\cloudy\c2732.jpg,c2732.jpg,cloudy,0,train
data\snowy\1360.jpg,1360.jpg,snowy,3,train
data\rainy\2347986891.jpg,2347986891.jpg,rainy,2,train
data\foggy\4421.jpg,4421.jpg,foggy,1,train
data\rainy\2217963081.jpg,2217963081.jpg,rainy,2,train
data\cloudy\c1409.jpg,c1409.jpg,cloudy,0,train
data\cloudy\c3702.jpg,c3702.jpg,cloudy,0,train
data\rainy\rain198.jpg,rain198.jpg,rainy,2,train
data\cloudy\11996946.jpg,11996946.jpg,cloudy,0,train
data\sunny\s4059.jpg,s4059.jpg,sunny,4,train
data\rainy\1659.jpg,1659.jpg,rainy,2,train
data\snowy\383877363.jpg,383877363.jpg,snowy,3,train
data\cloudy\c0514.jpg,c0514.jpg,cloudy,0,train
data\sunny\s4155.jpg,s4155.jpg,sunny,4,train
data\cloudy\c1541.jpg,c1541.jpg,cloudy,0,train
data\sunny\s1045.jpg,s1045.jpg,sunny,4,train
data\cloudy\c1902.jpg,c1902.jpg,cloudy,0,train
data\foggy\3530108807.jpg,3530108807.jpg,foggy,1,train
data\sunny\9780767.jpg,9780767.jpg,sunny,4,train
data\sunny\s4979.jpg,s4979.jpg,sunny,4,train
data\sunny\s097.jpg,s097.jpg,sunny,4,train
data\cloudy\cloudy weather-40.jpeg,cloudy weather-40.jpeg,cloudy,0,train
data\foggy\4748.jpg,4748.jpg,foggy,1,train
data\cloudy\3297623.jpg,3297623.jpg,cloudy,0,train
data\foggy\4084.jpg,4084.jpg,foggy,1,train
data\rainy\583263190.jpg,583263190.jpg,rainy,2,train
data\cloudy\c2553.jpg,c2553.jpg,cloudy,0,train
data\sunny\s2677.jpg,s2677.jpg,sunny,4,train
data\snowy\90793427.jpg,90793427.jpg,snowy,3,train
data\cloudy\cloudy weather-57.jpeg,cloudy weather-57.jpeg,cloudy,0,train
data\sunny\s4777.jpg,s4777.jpg,sunny,4,train
data\cloudy\c2000.jpg,c2000.jpg,cloudy,0,train
data\sunny\5137461.jpg,5137461.jpg,sunny,4,train
data\cloudy\c0924.jpg,c0924.jpg,cloudy,0,train
data\rainy\1608.jpg,1608.jpg,rainy,2,train
data\sunny\sunny sky-145.jpeg,sunny sky-145.jpeg,sunny,4,train
data\cloudy\c2376.jpg,c2376.jpg,cloudy,0,train
data\cloudy\c0308.jpg,c0308.jpg,cloudy,0,train
data\cloudy\c2509.jpg,c2509.jpg,cloudy,0,train
data\sunny\s4389.jpg,s4389.jpg,sunny,4,train
data\sunny\s4305.jpg,s4305.jpg,sunny,4,train
data\sunny\s2416.jpg,s2416.jpg,sunny,4,train
data\sunny\sunny weather-42.jpeg,sunny weather-42.jpeg,sunny,4,train
data\cloudy\c3135.jpg,c3135.jpg,cloudy,0,train
data\cloudy\5042793.jpg,5042793.jpg,cloudy,0,train
data\sunny\s3380.jpg,s3380.jpg,sunny,4,train
data\cloudy\c2161.jpg,c2161.jpg,cloudy,0,train
data\cloudy\c4397.jpg,c4397.jpg,cloudy,0,train
data\cloudy\c1716.jpg,c1716.jpg,cloudy,0,train
data\snowy\1067.jpg,1067.jpg,snowy,3,train
data\rainy\1399.jpg,1399.jpg,rainy,2,train
data\cloudy\cloudy242.jpg,cloudy242.jpg,cloudy,0,train
data\sunny\s2511.jpg,s2511.jpg,sunny,4,train
data\snowy\snowy day-58.jpeg,snowy day-58.jpeg,snowy,3,train
data\sunny\s3303.jpg,s3303.jpg,sunny,4,train
data\cloudy\c4762.jpg,c4762.jpg,cloudy,0,train
data\cloudy\13307582.jpg,13307582.jpg,cloudy,0,train
data\snowy\1416.jpg,1416.jpg,snowy,3,train
data\foggy\4753.jpg,4753.jpg,foggy,1,train
data\cloudy\cloudy weather-122.png,cloudy weather-122.png,cloudy,0,train
data\cloudy\c1350.jpg,c1350.jpg,cloudy,0,train
data\sunny\s0129.jpg,s0129.jpg,sunny,4,train
data\foggy\234.jpg,234.jpg,foggy,1,train
data\cloudy\c3911.jpg,c3911.jpg,cloudy,0,train
data\cloudy\c4623.jpg,c4623.jpg,cloudy,0,train
data\sunny\sunny weather-34.jpeg,sunny weather-34.jpeg,sunny,4,train
data\cloudy\26326325.jpg,26326325.jpg,cloudy,0,train
data\cloudy\c0429.jpg,c0429.jpg,cloudy,0,train
data\cloudy\c3456.jpg,c3456.jpg,cloudy,0,train
data\cloudy\c4368.jpg,c4368.jpg,cloudy,0,train
data\sunny\s4200.jpg,s4200.jpg,sunny,4,train
data\snowy\3235132110.jpg,3235132110.jpg,snowy,3,train
data\sunny\sunny weather-11.jpeg,sunny weather-11.jpeg,sunny,4,train
data\sunny\s3110.jpg,s3110.jpg,sunny,4,train
data\sunny\s1213.jpg,s1213.jpg,sunny,4,train
data\rainy\4127282.jpg,4127282.jpg,rainy,2,train
data\rainy\474370074.jpg,474370074.jpg,rainy,2,train
data\sunny\s1203.jpg,s1203.jpg,sunny,4,train
data\cloudy\c1313.jpg,c1313.jpg,cloudy,0,train
data\sunny\s4753.jpg,s4753.jpg,sunny,4,train
data\sunny\s3549.jpg,s3549.jpg,sunny,4,train
data\cloudy\c3363.jpg,c3363.jpg,cloudy,0,train
data\cloudy\c4867.jpg,c4867.jpg,cloudy,0,train
data\cloudy\19497802.jpg,19497802.jpg,cloudy,0,train
data\sunny\4063136.jpg,4063136.jpg,sunny,4,train
data\sunny\s4357.jpg,s4357.jpg,sunny,4,train
data\foggy\4867.jpg,4867.jpg,foggy,1,train
data\cloudy\c2280.jpg,c2280.jpg,cloudy,0,train
data\sunny\s4544.jpg,s4544.jpg,sunny,4,train
data\snowy\3255820429.jpg,3255820429.jpg,snowy,3,train
data\cloudy\2677440.jpg,2677440.jpg,cloudy,0,train
data\cloudy\c2012.jpg,c2012.jpg,cloudy,0,train
data\snowy\1021474962.jpg,1021474962.jpg,snowy,3,train
data\cloudy\c4661.jpg,c4661.jpg,cloudy,0,train
data\cloudy\11072473.jpg,11072473.jpg,cloudy,0,train
data\cloudy\c4376.jpg,c4376.jpg,cloudy,0,train
data\cloudy\c1186.jpg,c1186.jpg,cloudy,0,train
data\cloudy\c4967.jpg,c4967.jpg,cloudy,0,train
data\cloudy\c3882.jpg,c3882.jpg,cloudy,0,train
data\sunny\s1241.jpg,s1241.jpg,sunny,4,train
data\cloudy\c1887.jpg,c1887.jpg,cloudy,0,train
data\sunny\8528687.jpg,8528687.jpg,sunny,4,train
data\rainy\2318873851.jpg,2318873851.jpg,rainy,2,train
data\sunny\s3353.jpg,s3353.jpg,sunny,4,train
data\sunny\s2155.jpg,s2155.jpg,sunny,4,train
data\rainy\91.jpg,91.jpg,rainy,2,train
data\snowy\2117842834.jpg,2117842834.jpg,snowy,3,train
data\rainy\rainy weather-126.jpeg,rainy weather-126.jpeg,rainy,2,train
data\cloudy\c2915.jpg,c2915.jpg,cloudy,0,train
data\sunny\s0136.jpg,s0136.jpg,sunny,4,train
data\cloudy\c4120.jpg,c4120.jpg,cloudy,0,train
data\cloudy\cloudy36.jpg,cloudy36.jpg,cloudy,0,train
data\sunny\4318496.jpg,4318496.jpg,sunny,4,train
data\sunny\s079.jpg,s079.jpg,sunny,4,train
data\sunny\s1243.jpg,s1243.jpg,sunny,4,train
data\cloudy\c1773.jpg,c1773.jpg,cloudy,0,train
data\snowy\1008.jpg,1008.jpg,snowy,3,train
data\cloudy\c063.jpg,c063.jpg,cloudy,0,train
data\snowy\3267507619.jpg,3267507619.jpg,snowy,3,train
data\cloudy\c0312.jpg,c0312.jpg,cloudy,0,train
data\cloudy\c0580.jpg,c0580.jpg,cloudy,0,train
data\sunny\s1112.jpg,s1112.jpg,sunny,4,train
data\sunny\s4146.jpg,s4146.jpg,sunny,4,train
data\cloudy\c1677.jpg,c1677.jpg,cloudy,0,train
data\foggy\4168.jpg,4168.jpg,foggy,1,train
data\snowy\snowy weather-108.jpeg,snowy weather-108.jpeg,snowy,3,train
data\cloudy\17259839.jpg,17259839.jpg,cloudy,0,train
data\snowy\0848.jpg,0848.jpg,snowy,3,train
data\cloudy\c3291.jpg,c3291.jpg,cloudy,0,train
data\foggy\foggy day-41.jpeg,foggy day-41.jpeg,foggy,1,train
data\cloudy\c4063.jpg,c4063.jpg,cloudy,0,train
data\snowy\3201582940.jpg,3201582940.jpg,snowy,3,train
data\cloudy\c3518.jpg,c3518.jpg,cloudy,0,train
data\cloudy\c0159.jpg,c0159.jpg,cloudy,0,train
data\cloudy\c1100.jpg,c1100.jpg,cloudy,0,train
data\foggy\3020580824.jpg,3020580824.jpg,foggy,1,train
data\cloudy\9416037.jpg,9416037.jpg,cloudy,0,train
data\cloudy\19917965.jpg,19917965.jpg,cloudy,0,train
data\sunny\s4407.jpg,s4407.jpg,sunny,4,train
data\sunny\s4460.jpg,s4460.jpg,sunny,4,train
data\cloudy\9784177.jpg,9784177.jpg,cloudy,0,train
data\cloudy\c1920.jpg,c1920.jpg,cloudy,0,train
data\cloudy\127286.jpg,127286.jpg,cloudy,0,train
data\snowy\1433.jpg,1433.jpg,snowy,3,train
data\snowy\1383.jpg,1383.jpg,snowy,3,train
data\rainy\133710064.jpg,133710064.jpg,rainy,2,train
data\cloudy\c3737.jpg,c3737.jpg,cloudy,0,train
data\cloudy\c0102.jpg,c0102.jpg,cloudy,0,train
data\snowy\3267102523.jpg,3267102523.jpg,snowy,3,train
data\sunny\s3337.jpg,s3337.jpg,sunny,4,train
data\cloudy\c2636.jpg,c2636.jpg,cloudy,0,train
data\sunny\s3545.jpg,s3545.jpg,sunny,4,train
data\cloudy\6870227.jpg,6870227.jpg,cloudy,0,train
data\cloudy\c1372.jpg,c1372.jpg,cloudy,0,train
data\rainy\rain23.jpg,rain23.jpg,rainy,2,train
data\sunny\s4929.jpg,s4929.jpg,sunny,4,train
data\sunny\s4817.jpg,s4817.jpg,sunny,4,train
data\rainy\6054079.jpg,6054079.jpg,rainy,2,train
data\cloudy\c4253.jpg,c4253.jpg,cloudy,0,train
data\snowy\0893.jpg,0893.jpg,snowy,3,train
data\foggy\4620.jpg,4620.jpg,foggy,1,train
data\sunny\s3496.jpg,s3496.jpg,sunny,4,train
data\snowy\1034.jpg,1034.jpg,snowy,3,train
data\cloudy\c3261.jpg,c3261.jpg,cloudy,0,train
data\cloudy\cloudy weather-76.jpeg,cloudy weather-76.jpeg,cloudy,0,train
data\cloudy\c4327.jpg,c4327.jpg,cloudy,0,train
data\sunny\s088.jpg,s088.jpg,sunny,4,train
data\snowy\snowy weather-83.jpeg,snowy weather-83.jpeg,snowy,3,train
data\snowy\2275686988.jpg,2275686988.jpg,snowy,3,train
data\cloudy\c4512.jpg,c4512.jpg,cloudy,0,train
data\rainy\5894221.jpg,5894221.jpg,rainy,2,train
data\cloudy\c1006.jpg,c1006.jpg,cloudy,0,train
data\snowy\2397497162.jpg,2397497162.jpg,snowy,3,train
data\cloudy\c0972.jpg,c0972.jpg,cloudy,0,train
data\cloudy\19632340.jpg,19632340.jpg,cloudy,0,train
data\snowy\snowy day-102.jpeg,snowy day-102.jpeg,snowy,3,train
data\sunny\s1869.jpg,s1869.jpg,sunny,4,train
data\rainy\810308684.jpg,810308684.jpg,rainy,2,train
data\sunny\s0248.jpg,s0248.jpg,sunny,4,train
data\snowy\3251888261.jpg,3251888261.jpg,snowy,3,train
data\cloudy\c4525.jpg,c4525.jpg,cloudy,0,train
data\cloudy\c3723.jpg,c3723.jpg,cloudy,0,train
data\sunny\17546309.jpg,17546309.jpg,sunny,4,train
data\cloudy\c2909.jpg,c2909.jpg,cloudy,0,train
data\foggy\4406.jpg,4406.jpg,foggy,1,train
data\sunny\s1331.jpg,s1331.jpg,sunny,4,train
data\cloudy\c0688.jpg,c0688.jpg,cloudy,0,train
data\rainy\1809685809.jpg,1809685809.jpg,rainy,2,train
